time;ax;ay;az;I;Gain;Latitude;Longitude;Speed
387,71159;-0,3499;0,648;-4,1284;11127,7344;#NAME?;50,2651431;10,95368183;1,27999997
388,726239;1,7322;-2,1117;-0,4579;12876,5732;#NAME?;50,26515195;10,95367311;1,21000004
389,707322;1,1865;1,2568;2,7158;11791,125;#NAME?;50,26516043;10,95366545;1,20000005
390,702528;0,4978;0,4169;-3,3602;13102,6182;#NAME?;50,26516925;10,95365829;1,21000004
391,706735;-1,9181;-1,074;-1,3225;12229,5625;#NAME?;50,26517857;10,95365071;1,22000003
392,693001;0,4339;0,7842;2,8521;12171,1406;#NAME?;50,26518797;10,95364404;1,20000005
393,71077;-1,6776;-0,5521;-2,8581;12440,8643;#NAME?;50,2651974;10,95363838;1,14999998
394,68976;0,7784;-1,6573;1,3433;12599,751;#NAME?;50,26520752;10,95363376;1,19000006
395,712629;0,2205;0,5173;2,1818;13413,8389;#NAME?;50,26521741;10,95363074;1,15999997
396,704785;0,5072;-0,0707;-1,9232;14324,0205;#NAME?;50,26522678;10,95362518;1,09000003
